,Number of Stars,Full Review,title
35,5,Very nice product good sound quality and also looks very beautiful,
36,3,superb,
37,5,Nyc product awesom base and good sound good quality,
38,4,"Super super it's
Home theater super and bass coming super
Sound so thank you flipkart 😍❤️❤️❤️",
39,4,Super bass quality.and money save product..,
40,5,"In this amount its a superp hometheatre.....with clear sound......bass is also good..👍👌🤘....nice product.....

i brought 2 pic...☺️😋...
Buy it guys...its a nice product....👍😉",
41,5,Good,
42,3,Good product,
43,4,Very nice product d,
44,4,"Very good sound quality.. nice bass... Nd i love it
Must buy 🥰🥰👍👍👍👍👍",
45,5,it is best and very nice base and sound,
46,4,i like it ?,
47,5,good home theatre and good quality sound,
48,5,"Mast sound hai, Classic product, Thanks Tecnia",
49,5,product is good but delivery facility is very worsted,
50,5,Nice home theater '' in this low cost sound '' bass 'model 'style also is very much good . This home theater is full package (sound ''bass '' model ''color '')in this low price. So ''without any doubt I suggest that buy this product for those person who buy a home theater in this low price '.. Also is very good so ' thank u flip kart ..,
51,5,very nice and sound are very high,
52,5,Nice,
53,5,nice product bass quality super,
54,5,"good quality, bass quality good and money price down good product",
55,3,Very nice product good sound quality and also looks very beautiful,
56,5,superb,
57,4,Nyc product awesom base and good sound good quality,
58,4,"Super super it's
Home theater super and bass coming super
Sound so thank you flipkart 😍❤️❤️❤️",
59,5,Super bass quality.and money save product..,
60,5,"In this amount its a superp hometheatre.....with clear sound......bass is also good..👍👌🤘....nice product.....

i brought 2 pic...☺️😋...
Buy it guys...its a nice product....👍😉",
61,3,Good,
62,4,Good product,
63,4,Very nice product d,
64,5,"Very good sound quality.. nice bass... Nd i love it
Must buy 🥰🥰👍👍👍👍👍",
65,4,it is best and very nice base and sound,
66,5,i like it ?,
67,5,good home theatre and good quality sound,
68,5,"Mast sound hai, Classic product, Thanks Tecnia",
69,5,product is good but delivery facility is very worsted,
70,5,Nice home theater '' in this low cost sound '' bass 'model 'style also is very much good . This home theater is full package (sound ''bass '' model ''color '')in this low price. So ''without any doubt I suggest that buy this product for those person who buy a home theater in this low price '.. Also is very good so ' thank u flip kart ..,
71,5,very nice and sound are very high,
72,5,Nice,
73,5,nice product bass quality super,
74,3,"good quality, bass quality good and money price down good product",
75,5,Very nice product good sound quality and also looks very beautiful,
76,4,superb,
77,4,Nyc product awesom base and good sound good quality,
78,5,"Super super it's
Home theater super and bass coming super
Sound so thank you flipkart 😍❤️❤️❤️",
79,5,Super bass quality.and money save product..,
80,3,"In this amount its a superp hometheatre.....with clear sound......bass is also good..👍👌🤘....nice product.....

i brought 2 pic...☺️😋...
Buy it guys...its a nice product....👍😉",
81,4,Good,
82,4,Good product,
83,5,Very nice product d,
84,4,"Very good sound quality.. nice bass... Nd i love it
Must buy 🥰🥰👍👍👍👍👍",
85,5,it is best and very nice base and sound,
86,5,i like it ?,
87,5,good home theatre and good quality sound,
88,5,"Mast sound hai, Classic product, Thanks Tecnia",
89,5,product is good but delivery facility is very worsted,
90,5,Nice home theater '' in this low cost sound '' bass 'model 'style also is very much good . This home theater is full package (sound ''bass '' model ''color '')in this low price. So ''without any doubt I suggest that buy this product for those person who buy a home theater in this low price '.. Also is very good so ' thank u flip kart ..,
91,5,very nice and sound are very high,
92,5,Nice,
93,3,nice product bass quality super,
94,5,"good quality, bass quality good and money price down good product",
95,4,Very nice product good sound quality and also looks very beautiful,
96,4,superb,
97,5,Nyc product awesom base and good sound good quality,
98,5,"Super super it's
Home theater super and bass coming super
Sound so thank you flipkart 😍❤️❤️❤️",
99,3,Super bass quality.and money save product..,
100,4,"In this amount its a superp hometheatre.....with clear sound......bass is also good..👍👌🤘....nice product.....

i brought 2 pic...☺️😋...
Buy it guys...its a nice product....👍😉",
101,4,Good,
102,5,Good product,
103,4,Very nice product d,
104,5,"Very good sound quality.. nice bass... Nd i love it
Must buy 🥰🥰👍👍👍👍👍",
105,5,it is best and very nice base and sound,
106,5,i like it ?,
107,5,good home theatre and good quality sound,
108,5,"Mast sound hai, Classic product, Thanks Tecnia",
109,5,product is good but delivery facility is very worsted,
110,5,Nice home theater '' in this low cost sound '' bass 'model 'style also is very much good . This home theater is full package (sound ''bass '' model ''color '')in this low price. So ''without any doubt I suggest that buy this product for those person who buy a home theater in this low price '.. Also is very good so ' thank u flip kart ..,
111,5,very nice and sound are very high,
112,3,Nice,
113,5,nice product bass quality super,
114,4,"good quality, bass quality good and money price down good product",
115,4,Very nice product good sound quality and also looks very beautiful,
116,5,superb,
117,5,Nyc product awesom base and good sound good quality,
118,3,"Super super it's
Home theater super and bass coming super
Sound so thank you flipkart 😍❤️❤️❤️",
119,4,Super bass quality.and money save product..,
120,4,"In this amount its a superp hometheatre.....with clear sound......bass is also good..👍👌🤘....nice product.....

i brought 2 pic...☺️😋...
Buy it guys...its a nice product....👍😉",
121,5,Good,
122,4,Good product,
123,5,Very nice product d,
124,5,"Very good sound quality.. nice bass... Nd i love it
Must buy 🥰🥰👍👍👍👍👍",
125,5,it is best and very nice base and sound,
126,5,i like it ?,
127,5,good home theatre and good quality sound,
128,5,"Mast sound hai, Classic product, Thanks Tecnia",
129,5,product is good but delivery facility is very worsted,
130,5,Nice home theater '' in this low cost sound '' bass 'model 'style also is very much good . This home theater is full package (sound ''bass '' model ''color '')in this low price. So ''without any doubt I suggest that buy this product for those person who buy a home theater in this low price '.. Also is very good so ' thank u flip kart ..,
131,3,very nice and sound are very high,
132,5,Nice,
133,4,nice product bass quality super,
134,4,"good quality, bass quality good and money price down good product",
135,5,Very nice product good sound quality and also looks very beautiful,
136,5,superb,
137,3,Nyc product awesom base and good sound good quality,
138,4,"Super super it's
Home theater super and bass coming super
Sound so thank you flipkart 😍❤️❤️❤️",
139,4,Super bass quality.and money save product..,
140,5,"In this amount its a superp hometheatre.....with clear sound......bass is also good..👍👌🤘....nice product.....

i brought 2 pic...☺️😋...
Buy it guys...its a nice product....👍😉",
141,4,Good,
142,5,Good product,
143,5,Very nice product d,
144,5,"Very good sound quality.. nice bass... Nd i love it
Must buy 🥰🥰👍👍👍👍👍",
145,5,it is best and very nice base and sound,
146,5,i like it ?,
147,5,good home theatre and good quality sound,
148,5,"Mast sound hai, Classic product, Thanks Tecnia",
149,5,product is good but delivery facility is very worsted,
150,3,Nice home theater '' in this low cost sound '' bass 'model 'style also is very much good . This home theater is full package (sound ''bass '' model ''color '')in this low price. So ''without any doubt I suggest that buy this product for those person who buy a home theater in this low price '.. Also is very good so ' thank u flip kart ..,
151,5,very nice and sound are very high,
152,4,Nice,
153,4,nice product bass quality super,
154,5,"good quality, bass quality good and money price down good product",
155,5,Very nice product good sound quality and also looks very beautiful,
